level,pair_id,sequence,case,method,scope,query_count,visible_count,invisible_count,finite_count,missing_count,outside_count,accepted,correct,wrong_accepted,invisible_accepted,coverage,correct_visible_rate,wrong_rate,precision,invisible_rate,visible_epe_median,visible_epe_p90,visible_epe_p95,visible_le1_rate,visible_le2_rate
pair,A08_0_illumination_blur,A08,illumination_blur,B,B_failures,42,32,10,0,42,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_0_illumination_blur,A08,illumination_blur,B,C_common_not_correct,33,23,10,0,33,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_0_illumination_blur,A08,illumination_blur,C_raw,all_queries,350,340,10,347,3,4,347,331,16,7,0.9914285714285714,0.9735294117647059,0.045714285714285714,0.9538904899135446,0.7,0.258552742899941,0.926760825977676,1.236567576876536,0.9147058823529411,0.9735294117647059
pair,A08_0_illumination_blur,A08,illumination_blur,C_raw,B_failures,42,32,10,39,3,4,39,28,11,7,0.9285714285714286,0.875,0.2619047619047619,0.717948717948718,0.7,0.29014768548586967,2.2869147425703216,18.241746465823343,0.84375,0.875
pair,A08_0_illumination_blur,A08,illumination_blur,C_raw,C_common_not_correct,33,23,10,30,3,4,30,19,11,7,0.9090909090909091,0.8260869565217391,0.3333333333333333,0.6333333333333333,0.7,0.3463970001063952,2.4454544847435997,34.01066582682476,0.8260869565217391,0.8260869565217391
pair,A08_0_illumination_blur,A08,illumination_blur,C_common,all_queries,350,340,10,347,3,4,312,309,3,0,0.8914285714285715,0.9088235294117647,0.008571428571428572,0.9903846153846154,0.0,0.2548160525720707,0.8231181578302531,1.1666934583986117,0.85,0.9088235294117647
pair,A08_0_illumination_blur,A08,illumination_blur,C_common,B_failures,42,32,10,39,3,4,10,9,1,0,0.23809523809523808,0.28125,0.023809523809523808,0.9,0.0,0.28359143553761135,1.8945206476904635,2.1152423260603825,0.25,0.28125
pair,A08_0_illumination_blur,A08,illumination_blur,C_common,C_common_not_correct,33,23,10,30,3,4,1,0,1,0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,2.3359640044303025,2.3359640044303025,2.3359640044303025,0.0,0.0
pair,A08_0_illumination_blur,A08,illumination_blur,C_production,all_queries,350,340,10,10,340,0,10,9,1,0,0.02857142857142857,0.026470588235294117,0.002857142857142857,0.9,0.0,0.28359143553761135,1.8945206476904635,2.1152423260603825,0.023529411764705882,0.026470588235294117
pair,A08_0_illumination_blur,A08,illumination_blur,C_production,B_failures,42,32,10,10,32,0,10,9,1,0,0.23809523809523808,0.28125,0.023809523809523808,0.9,0.0,0.28359143553761135,1.8945206476904635,2.1152423260603825,0.25,0.28125
pair,A08_0_illumination_blur,A08,illumination_blur,C_production,C_common_not_correct,33,23,10,1,32,0,1,0,1,0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,2.3359640044303025,2.3359640044303025,2.3359640044303025,0.0,0.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_raw,all_queries,350,340,10,350,0,3,350,340,10,10,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,0.05819196840441998,0.10272431049511185,0.11975575858891589,1.0,1.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_raw,B_failures,42,32,10,42,0,3,42,32,10,10,1.0,1.0,0.23809523809523808,0.7619047619047619,1.0,0.07560027280862668,0.1646099482404324,0.17143868847558216,1.0,1.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_raw,C_common_not_correct,33,23,10,33,0,3,33,23,10,10,1.0,1.0,0.30303030303030304,0.696969696969697,1.0,0.08499359199161836,0.16735771749489164,0.1748965146405222,1.0,1.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_common,all_queries,350,340,10,350,0,3,340,340,0,0,0.9714285714285714,1.0,0.0,1.0,0.0,0.05819196840441998,0.10272431049511185,0.11975575858891589,1.0,1.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_common,B_failures,42,32,10,42,0,3,32,32,0,0,0.7619047619047619,1.0,0.0,1.0,0.0,0.07560027280862668,0.1646099482404324,0.17143868847558216,1.0,1.0
pair,A08_0_illumination_blur,A08,illumination_blur,S_common,C_common_not_correct,33,23,10,33,0,3,23,23,0,0,0.696969696969697,1.0,0.0,1.0,0.0,0.08499359199161836,0.16735771749489164,0.1748965146405222,1.0,1.0
pair,A08_0_outside_occluded,A08,outside_occluded,B,all_queries,350,244,106,48,302,0,48,47,1,0,0.13714285714285715,0.19262295081967212,0.002857142857142857,0.9791666666666666,0.0,0.2250339234747199,0.6077581905077668,0.8731119412403686,0.1885245901639344,0.19262295081967212
pair,A08_0_outside_occluded,A08,outside_occluded,B,B_failures,302,196,106,0,302,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_0_outside_occluded,A08,outside_occluded,B,C_common_not_correct,118,12,106,0,118,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_0_outside_occluded,A08,outside_occluded,C_raw,all_queries,350,244,106,329,21,4,329,242,87,86,0.94,0.9918032786885246,0.24857142857142858,0.7355623100303952,0.8113207547169812,0.24827904375950186,0.6848059468859569,0.8260546728761691,0.9672131147540983,0.9918032786885246
pair,A08_0_outside_occluded,A08,outside_occluded,C_raw,B_failures,302,196,106,281,21,4,281,194,87,86,0.9304635761589404,0.9897959183673469,0.28807947019867547,0.6903914590747331,0.8113207547169812,0.25251421654132833,0.7108442763177361,0.8688867689675966,0.9591836734693877,0.9897959183673469
pair,A08_0_outside_occluded,A08,outside_occluded,C_raw,C_common_not_correct,118,12,106,97,21,4,97,10,87,86,0.8220338983050848,0.8333333333333334,0.7372881355932204,0.10309278350515463,0.8113207547169812,0.44861441984154027,0.972828609563777,1.9126152946789705,0.8333333333333334,0.8333333333333334
pair,A08_0_outside_occluded,A08,outside_occluded,C_common,all_queries,350,244,106,329,21,4,234,232,2,2,0.6685714285714286,0.9508196721311475,0.005714285714285714,0.9914529914529915,0.018867924528301886,0.2356070749636504,0.6694791691194758,0.8018494090615259,0.9262295081967213,0.9508196721311475
pair,A08_0_outside_occluded,A08,outside_occluded,C_common,B_failures,302,196,106,281,21,4,186,184,2,2,0.6158940397350994,0.9387755102040817,0.006622516556291391,0.989247311827957,0.018867924528301886,0.24658985336628428,0.6847301383904367,0.8247986520768176,0.9081632653061225,0.9387755102040817
pair,A08_0_outside_occluded,A08,outside_occluded,C_common,C_common_not_correct,118,12,106,97,21,4,2,0,2,2,0.01694915254237288,0.0,0.01694915254237288,0.0,0.018867924528301886,,,,0.0,0.0
pair,A08_0_outside_occluded,A08,outside_occluded,C_production,all_queries,350,244,106,184,166,0,184,184,0,0,0.5257142857142857,0.7540983606557377,0.0,1.0,0.0,0.24658985336628428,0.6847301383904367,0.8247986520768176,0.7295081967213115,0.7540983606557377
pair,A08_0_outside_occluded,A08,outside_occluded,C_production,B_failures,302,196,106,184,118,0,184,184,0,0,0.609271523178808,0.9387755102040817,0.0,1.0,0.0,0.24658985336628428,0.6847301383904367,0.8247986520768176,0.9081632653061225,0.9387755102040817
pair,A08_0_outside_occluded,A08,outside_occluded,C_production,C_common_not_correct,118,12,106,0,118,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_0_outside_occluded,A08,outside_occluded,S_raw,all_queries,350,244,106,350,0,24,350,244,106,106,1.0,1.0,0.3028571428571429,0.6971428571428572,1.0,0.059120420339236104,0.11457626603503099,0.1417675937640876,1.0,1.0
pair,A08_0_outside_occluded,A08,outside_occluded,S_raw,B_failures,302,196,106,302,0,24,302,196,106,106,1.0,1.0,0.3509933774834437,0.6490066225165563,1.0,0.05942265464134136,0.1158155156091678,0.1428001110840476,1.0,1.0
pair,A08_0_outside_occluded,A08,outside_occluded,S_raw,C_common_not_correct,118,12,106,118,0,24,118,12,106,106,1.0,1.0,0.8983050847457628,0.1016949152542373,1.0,0.08576142559740563,0.16019761915588032,0.17744245119341395,1.0,1.0
pair,A08_0_outside_occluded,A08,outside_occluded,S_common,all_queries,350,244,106,350,0,24,245,243,2,2,0.7,0.9959016393442623,0.005714285714285714,0.9918367346938776,0.018867924528301886,0.05907598211958898,0.11463935596867478,0.14188944508563797,0.9959016393442623,0.9959016393442623
pair,A08_0_outside_occluded,A08,outside_occluded,S_common,B_failures,302,196,106,302,0,24,197,195,2,2,0.652317880794702,0.9948979591836735,0.006622516556291391,0.9898477157360406,0.018867924528301886,0.059372648076333925,0.11602551156380887,0.14293350375510933,0.9948979591836735,0.9948979591836735
pair,A08_0_outside_occluded,A08,outside_occluded,S_common,C_common_not_correct,118,12,106,118,0,24,13,11,2,2,0.11016949152542373,0.9166666666666666,0.01694915254237288,0.8461538461538461,0.018867924528301886,0.08118637481756563,0.16027202540212818,0.17935027628133465,0.9166666666666666,0.9166666666666666
pair,A08_50_small,A08,small,B,all_queries,350,348,2,344,6,0,344,344,0,0,0.9828571428571429,0.9885057471264368,0.0,1.0,0.0,0.040174612496292804,0.09430297457955808,0.13536826563565008,0.9885057471264368,0.9885057471264368
pair,A08_50_small,A08,small,B,B_failures,6,4,2,0,6,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,B,C_common_not_correct,6,4,2,0,6,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,C_raw,all_queries,350,348,2,350,0,0,350,348,2,2,1.0,1.0,0.005714285714285714,0.9942857142857143,1.0,0.04419281812260726,0.09161903959992763,0.11384704069155242,1.0,1.0
pair,A08_50_small,A08,small,C_raw,B_failures,6,4,2,6,0,0,6,4,2,2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0554447110621817,0.11157775869465027,0.12246145932631419,1.0,1.0
pair,A08_50_small,A08,small,C_raw,C_common_not_correct,6,4,2,6,0,0,6,4,2,2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0554447110621817,0.11157775869465027,0.12246145932631419,1.0,1.0
pair,A08_50_small,A08,small,C_common,all_queries,350,348,2,350,0,0,341,341,0,0,0.9742857142857143,0.9798850574712644,0.0,1.0,0.0,0.04410252599125168,0.08881752420699812,0.1068826633853762,0.9798850574712644,0.9798850574712644
pair,A08_50_small,A08,small,C_common,B_failures,6,4,2,6,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,C_common,C_common_not_correct,6,4,2,6,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,C_production,all_queries,350,348,2,0,350,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,C_production,B_failures,6,4,2,0,6,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,C_production,C_common_not_correct,6,4,2,0,6,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_small,A08,small,S_raw,all_queries,350,348,2,350,0,0,350,348,2,2,1.0,1.0,0.005714285714285714,0.9942857142857143,1.0,0.02304179614801029,0.04551211206381549,0.05793413680266234,1.0,1.0
pair,A08_50_small,A08,small,S_raw,B_failures,6,4,2,6,0,0,6,4,2,2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.06939839078630124,0.08376549824106666,0.0840235277505202,1.0,1.0
pair,A08_50_small,A08,small,S_raw,C_common_not_correct,6,4,2,6,0,0,6,4,2,2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.06939839078630124,0.08376549824106666,0.0840235277505202,1.0,1.0
pair,A08_50_small,A08,small,S_common,all_queries,350,348,2,350,0,0,348,348,0,0,0.9942857142857143,1.0,0.0,1.0,0.0,0.02304179614801029,0.04551211206381549,0.05793413680266234,1.0,1.0
pair,A08_50_small,A08,small,S_common,B_failures,6,4,2,6,0,0,4,4,0,0,0.6666666666666666,1.0,0.0,1.0,0.0,0.06939839078630124,0.08376549824106666,0.0840235277505202,1.0,1.0
pair,A08_50_small,A08,small,S_common,C_common_not_correct,6,4,2,6,0,0,4,4,0,0,0.6666666666666666,1.0,0.0,1.0,0.0,0.06939839078630124,0.08376549824106666,0.0840235277505202,1.0,1.0
pair,A08_50_large,A08,large,B,all_queries,350,317,33,10,340,0,10,6,4,0,0.02857142857142857,0.01892744479495268,0.011428571428571429,0.6,0.0,0.3606662863844523,169.27054629570065,172.41876497115985,0.01892744479495268,0.01892744479495268
pair,A08_50_large,A08,large,B,B_failures,340,307,33,0,340,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_large,A08,large,B,C_common_not_correct,322,289,33,0,322,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_large,A08,large,C_raw,all_queries,350,317,33,333,17,3,333,30,303,27,0.9514285714285714,0.0946372239747634,0.8657142857142858,0.09009009009009009,0.8181818181818182,143.23344570056224,206.68263616279978,220.56255597118252,0.0914826498422713,0.0946372239747634
pair,A08_50_large,A08,large,C_raw,B_failures,340,307,33,323,17,3,323,29,294,27,0.95,0.09446254071661238,0.8647058823529412,0.08978328173374613,0.8181818181818182,142.59340481135018,206.68263616279978,220.8196460722539,0.09120521172638436,0.09446254071661238
pair,A08_50_large,A08,large,C_raw,C_common_not_correct,322,289,33,305,17,3,305,11,294,27,0.9472049689440993,0.03806228373702422,0.9130434782608695,0.036065573770491806,0.8181818181818182,144.9794009584055,209.37109961493562,221.6072389561568,0.03806228373702422,0.03806228373702422
pair,A08_50_large,A08,large,C_common,all_queries,350,317,33,333,17,3,19,19,0,0,0.054285714285714284,0.05993690851735016,0.0,1.0,0.0,0.24061231043688347,0.47263046096246475,0.5427155781288538,0.056782334384858045,0.05993690851735016
pair,A08_50_large,A08,large,C_common,B_failures,340,307,33,323,17,3,18,18,0,0,0.052941176470588235,0.05863192182410423,0.0,1.0,0.0,0.24198948617019145,0.47398189912792027,0.5723523840502275,0.05537459283387622,0.05863192182410423
pair,A08_50_large,A08,large,C_common,C_common_not_correct,322,289,33,305,17,3,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_large,A08,large,C_production,all_queries,350,317,33,18,332,0,18,18,0,0,0.05142857142857143,0.056782334384858045,0.0,1.0,0.0,0.24198948617019145,0.47398189912792027,0.5723523840502275,0.05362776025236593,0.056782334384858045
pair,A08_50_large,A08,large,C_production,B_failures,340,307,33,18,322,0,18,18,0,0,0.052941176470588235,0.05863192182410423,0.0,1.0,0.0,0.24198948617019145,0.47398189912792027,0.5723523840502275,0.05537459283387622,0.05863192182410423
pair,A08_50_large,A08,large,C_production,C_common_not_correct,322,289,33,0,322,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_large,A08,large,S_raw,all_queries,350,317,33,350,0,31,350,317,33,33,1.0,1.0,0.09428571428571429,0.9057142857142857,1.0,0.12797315602117026,0.25179213194146854,0.2972637624970811,1.0,1.0
pair,A08_50_large,A08,large,S_raw,B_failures,340,307,33,340,0,31,340,307,33,33,1.0,1.0,0.09705882352941177,0.9029411764705882,1.0,0.12771070933524803,0.24852630834489137,0.2933395563438071,1.0,1.0
pair,A08_50_large,A08,large,S_raw,C_common_not_correct,322,289,33,322,0,31,322,289,33,33,1.0,1.0,0.10248447204968944,0.8975155279503105,1.0,0.13085591310590608,0.25363006948797157,0.30372101214987396,1.0,1.0
pair,A08_50_large,A08,large,S_common,all_queries,350,317,33,350,0,31,317,317,0,0,0.9057142857142857,1.0,0.0,1.0,0.0,0.12797315602117026,0.25179213194146854,0.2972637624970811,1.0,1.0
pair,A08_50_large,A08,large,S_common,B_failures,340,307,33,340,0,31,307,307,0,0,0.9029411764705882,1.0,0.0,1.0,0.0,0.12771070933524803,0.24852630834489137,0.2933395563438071,1.0,1.0
pair,A08_50_large,A08,large,S_common,C_common_not_correct,322,289,33,322,0,31,289,289,0,0,0.8975155279503105,1.0,0.0,1.0,0.0,0.13085591310590608,0.25363006948797157,0.30372101214987396,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,B,all_queries,350,342,8,318,32,0,318,318,0,0,0.9085714285714286,0.9298245614035088,0.0,1.0,0.0,0.31121676451947944,0.9591354119499943,1.1021886704419939,0.8391812865497076,0.9298245614035088
pair,A08_50_illumination_blur,A08,illumination_blur,B,B_failures,32,24,8,0,32,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_illumination_blur,A08,illumination_blur,B,C_common_not_correct,27,19,8,0,27,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_illumination_blur,A08,illumination_blur,C_raw,all_queries,350,342,8,346,4,1,346,336,10,4,0.9885714285714285,0.9824561403508771,0.02857142857142857,0.9710982658959537,0.5,0.2960751524408394,0.8959003001124536,1.0844824141244822,0.9298245614035088,0.9824561403508771
pair,A08_50_illumination_blur,A08,illumination_blur,C_raw,B_failures,32,24,8,28,4,1,28,19,9,4,0.875,0.7916666666666666,0.28125,0.6785714285714286,0.5,0.47274456282478405,14.00471446223683,32.763840268795455,0.625,0.7916666666666666
pair,A08_50_illumination_blur,A08,illumination_blur,C_raw,C_common_not_correct,27,19,8,23,4,1,23,14,9,4,0.8518518518518519,0.7368421052631579,0.3333333333333333,0.6086956521739131,0.5,0.4599659481266026,22.25688894293063,36.43293466767362,0.6842105263157895,0.7368421052631579
pair,A08_50_illumination_blur,A08,illumination_blur,C_common,all_queries,350,342,8,346,4,1,323,321,2,0,0.9228571428571428,0.9385964912280702,0.005714285714285714,0.9938080495356038,0.0,0.28467880657491657,0.8617350413595539,1.0613767617162837,0.8888888888888888,0.9385964912280702
pair,A08_50_illumination_blur,A08,illumination_blur,C_common,B_failures,32,24,8,28,4,1,6,5,1,0,0.1875,0.20833333333333334,0.03125,0.8333333333333334,0.0,1.1127099907053877,1.9641841284314472,2.0093151064971697,0.08333333333333333,0.20833333333333334
pair,A08_50_illumination_blur,A08,illumination_blur,C_common,C_common_not_correct,27,19,8,23,4,1,1,0,1,0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,2.0544460845628922,2.0544460845628922,2.0544460845628922,0.0,0.0
pair,A08_50_illumination_blur,A08,illumination_blur,C_production,all_queries,350,342,8,6,344,0,6,5,1,0,0.017142857142857144,0.014619883040935672,0.002857142857142857,0.8333333333333334,0.0,1.1127099907053877,1.9641841284314472,2.0093151064971697,0.005847953216374269,0.014619883040935672
pair,A08_50_illumination_blur,A08,illumination_blur,C_production,B_failures,32,24,8,6,26,0,6,5,1,0,0.1875,0.20833333333333334,0.03125,0.8333333333333334,0.0,1.1127099907053877,1.9641841284314472,2.0093151064971697,0.08333333333333333,0.20833333333333334
pair,A08_50_illumination_blur,A08,illumination_blur,C_production,C_common_not_correct,27,19,8,1,26,0,1,0,1,0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,2.0544460845628922,2.0544460845628922,2.0544460845628922,0.0,0.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_raw,all_queries,350,342,8,350,0,4,350,342,8,8,1.0,1.0,0.022857142857142857,0.9771428571428571,1.0,0.05153544653179898,0.1069132763487726,0.1365594116625597,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_raw,B_failures,32,24,8,32,0,4,32,24,8,8,1.0,1.0,0.25,0.75,1.0,0.06254818706386069,0.16688681559941296,0.18516448070555486,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_raw,C_common_not_correct,27,19,8,27,0,4,27,19,8,8,1.0,1.0,0.2962962962962963,0.7037037037037037,1.0,0.060506977931732264,0.1510876207970253,0.17740140874257607,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_common,all_queries,350,342,8,350,0,4,342,342,0,0,0.9771428571428571,1.0,0.0,1.0,0.0,0.05153544653179898,0.1069132763487726,0.1365594116625597,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_common,B_failures,32,24,8,32,0,4,24,24,0,0,0.75,1.0,0.0,1.0,0.0,0.06254818706386069,0.16688681559941296,0.18516448070555486,1.0,1.0
pair,A08_50_illumination_blur,A08,illumination_blur,S_common,C_common_not_correct,27,19,8,27,0,4,19,19,0,0,0.7037037037037037,1.0,0.0,1.0,0.0,0.060506977931732264,0.1510876207970253,0.17740140874257607,1.0,1.0
pair,A08_50_outside_occluded,A08,outside_occluded,B,all_queries,350,235,115,67,283,0,67,64,3,0,0.19142857142857142,0.2723404255319149,0.008571428571428572,0.9552238805970149,0.0,0.26418674004357706,0.9143275286448982,1.4493402753352076,0.25957446808510637,0.2723404255319149
pair,A08_50_outside_occluded,A08,outside_occluded,B,B_failures,283,168,115,0,283,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_outside_occluded,A08,outside_occluded,B,C_common_not_correct,155,40,115,0,155,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_outside_occluded,A08,outside_occluded,C_raw,all_queries,350,235,115,342,8,6,342,222,120,107,0.9771428571428571,0.9446808510638298,0.34285714285714286,0.6491228070175439,0.9304347826086956,0.23179266796047318,0.7656238178155995,72.2985882460196,0.9276595744680851,0.9446808510638298
pair,A08_50_outside_occluded,A08,outside_occluded,C_raw,B_failures,283,168,115,275,8,6,275,155,120,107,0.9717314487632509,0.9226190476190477,0.42402826855123676,0.5636363636363636,0.9304347826086956,0.22552858310373602,0.9847425172401314,106.24662719216822,0.9047619047619048,0.9226190476190477
pair,A08_50_outside_occluded,A08,outside_occluded,C_raw,C_common_not_correct,155,40,115,147,8,6,147,27,120,107,0.9483870967741935,0.675,0.7741935483870968,0.1836734693877551,0.9304347826086956,0.3606388598332805,137.252303869229,138.96579648430236,0.65,0.675
pair,A08_50_outside_occluded,A08,outside_occluded,C_common,all_queries,350,235,115,342,8,6,192,188,4,4,0.5485714285714286,0.8,0.011428571428571429,0.9791666666666666,0.034782608695652174,0.21911150026134224,0.5457149962241308,0.7682559112713924,0.7872340425531915,0.8
pair,A08_50_outside_occluded,A08,outside_occluded,C_common,B_failures,283,168,115,275,8,6,132,128,4,4,0.4664310954063604,0.7619047619047619,0.014134275618374558,0.9696969696969697,0.034782608695652174,0.19989983460788152,0.4762576132197561,0.8133933018618679,0.75,0.7619047619047619
pair,A08_50_outside_occluded,A08,outside_occluded,C_common,C_common_not_correct,155,40,115,147,8,6,4,0,4,4,0.025806451612903226,0.0,0.025806451612903226,0.0,0.034782608695652174,,,,0.0,0.0
pair,A08_50_outside_occluded,A08,outside_occluded,C_production,all_queries,350,235,115,128,222,0,128,128,0,0,0.3657142857142857,0.5446808510638298,0.0,1.0,0.0,0.19989983460788152,0.4762576132197561,0.8133933018618679,0.5361702127659574,0.5446808510638298
pair,A08_50_outside_occluded,A08,outside_occluded,C_production,B_failures,283,168,115,128,155,0,128,128,0,0,0.45229681978798586,0.7619047619047619,0.0,1.0,0.0,0.19989983460788152,0.4762576132197561,0.8133933018618679,0.75,0.7619047619047619
pair,A08_50_outside_occluded,A08,outside_occluded,C_production,C_common_not_correct,155,40,115,0,155,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_50_outside_occluded,A08,outside_occluded,S_raw,all_queries,350,235,115,350,0,18,350,235,115,115,1.0,1.0,0.32857142857142857,0.6714285714285714,1.0,0.06191118154682191,0.12086681290365935,0.15302312481713742,1.0,1.0
pair,A08_50_outside_occluded,A08,outside_occluded,S_raw,B_failures,283,168,115,283,0,18,283,168,115,115,1.0,1.0,0.40636042402826855,0.5936395759717314,1.0,0.06806042883475263,0.13001074427037215,0.16604028761677958,1.0,1.0
pair,A08_50_outside_occluded,A08,outside_occluded,S_raw,C_common_not_correct,155,40,115,155,0,18,155,40,115,115,1.0,1.0,0.7419354838709677,0.25806451612903225,1.0,0.08481035982798106,0.15276230442848576,0.1604147623455903,1.0,1.0
pair,A08_50_outside_occluded,A08,outside_occluded,S_common,all_queries,350,235,115,350,0,18,246,234,12,12,0.7028571428571428,0.9957446808510638,0.03428571428571429,0.9512195121951219,0.10434782608695652,0.061854437155682326,0.11843551212096572,0.1511519067128065,0.9957446808510638,0.9957446808510638
pair,A08_50_outside_occluded,A08,outside_occluded,S_common,B_failures,283,168,115,283,0,18,179,167,12,12,0.6325088339222615,0.9940476190476191,0.04240282685512368,0.9329608938547486,0.10434782608695652,0.06797166377952782,0.12473876659976924,0.16650164922293648,0.9940476190476191,0.9940476190476191
pair,A08_50_outside_occluded,A08,outside_occluded,S_common,C_common_not_correct,155,40,115,155,0,18,51,39,12,12,0.32903225806451614,0.975,0.07741935483870968,0.7647058823529411,0.10434782608695652,0.0847962474928463,0.1314944439044131,0.1640606754537677,0.975,0.975
pair,A08_100_small,A08,small,B,all_queries,350,346,4,341,9,0,341,341,0,0,0.9742857142857143,0.9855491329479769,0.0,1.0,0.0,0.04136177009061653,0.10303964146927677,0.11781546350251706,0.9855491329479769,0.9855491329479769
pair,A08_100_small,A08,small,B,B_failures,9,5,4,0,9,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,B,C_common_not_correct,9,5,4,0,9,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,C_raw,all_queries,350,346,4,350,0,0,350,346,4,4,1.0,1.0,0.011428571428571429,0.9885714285714285,1.0,0.043936133904496834,0.09626713633235137,0.11563964730351038,1.0,1.0
pair,A08_100_small,A08,small,C_raw,B_failures,9,5,4,9,0,0,9,5,4,4,1.0,1.0,0.4444444444444444,0.5555555555555556,1.0,0.06945363574755867,0.09607682770131333,0.10233533647672217,1.0,1.0
pair,A08_100_small,A08,small,C_raw,C_common_not_correct,9,5,4,9,0,0,9,5,4,4,1.0,1.0,0.4444444444444444,0.5555555555555556,1.0,0.06945363574755867,0.09607682770131333,0.10233533647672217,1.0,1.0
pair,A08_100_small,A08,small,C_common,all_queries,350,346,4,350,0,0,339,339,0,0,0.9685714285714285,0.9797687861271677,0.0,1.0,0.0,0.04355424355438614,0.0960927082243229,0.11625753461950776,0.9797687861271677,0.9797687861271677
pair,A08_100_small,A08,small,C_common,B_failures,9,5,4,9,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,C_common,C_common_not_correct,9,5,4,9,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,C_production,all_queries,350,346,4,0,350,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,C_production,B_failures,9,5,4,0,9,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,C_production,C_common_not_correct,9,5,4,0,9,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A08_100_small,A08,small,S_raw,all_queries,350,346,4,350,0,0,350,346,4,4,1.0,1.0,0.011428571428571429,0.9885714285714285,1.0,0.020553866240117007,0.03916963114711812,0.05043934135496102,1.0,1.0
pair,A08_100_small,A08,small,S_raw,B_failures,9,5,4,9,0,0,9,5,4,4,1.0,1.0,0.4444444444444444,0.5555555555555556,1.0,0.03981011781613156,0.04685054530627645,0.048473828863145475,1.0,1.0
pair,A08_100_small,A08,small,S_raw,C_common_not_correct,9,5,4,9,0,0,9,5,4,4,1.0,1.0,0.4444444444444444,0.5555555555555556,1.0,0.03981011781613156,0.04685054530627645,0.048473828863145475,1.0,1.0
