order,window_id,run_slug,family,sequence,stratum,arm,method,cell_status,expected_feature_messages,feature_messages,frontend_coverage,max_features,frontend_integrity_pass,image_messages,imu_messages,proxy_messages,exported_xfeat_observations,exported_splg_observations,persistence_replaced_gftt_observations,dropped_classical_for_cap_observations,kept_sidecar_observations,churn_guard_decision,churn_guard_decision_frame,feature_bag_path,feature_bag_sha256,frontend_metrics_path,frontend_metrics_sha256,prepared_input_path,prepared_input_sha256,all_three_bags_byte_identical,pairwise_byte_identity,failure_class,notes
9,aqualoc_archaeology:A10:0012,a10_10800_11700,aqualoc_archaeology,A10,challenge_gt_0p10,splg,hybrid_superpoint_lightglue,PASS,450,450,1.000000000,350,true,0,9092,46,0,50,0,50,50,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_a10_10800_11700_splg/features.bag,857ff270a1a81ae963cc3cb6ccc6232e7dd6b20f5de3fedd95e2bbb387118866,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_a10_10800_11700_splg/frontend_metrics.csv,9b2b7a104ba319c034b56e94c0219fd670ba161f45ccf1d58dd900ae71e48a5e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/a10_10800_11700/input.bag,d798f4f46cfbc7f2095fad1247f37fc4e3eef7425f2999990e023c68bd9e6f22,false,klt=xfeat_v3,,
9,aqualoc_archaeology:A10:0012,a10_10800_11700,aqualoc_archaeology,A10,challenge_gt_0p10,xfeat_v3,hybrid_xfeat,PASS,450,450,1.000000000,350,true,0,9092,46,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbccv3_a10_10800_11700_xfeat_v3/features.bag,cc6848755ccea87208e10ec9c13f22bad9e6848040f0343b61cf6c7e65e13b43,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbccv3_a10_10800_11700_xfeat_v3/frontend_metrics.csv,83cfb1af51b29a1cc266f5b6ee7312ac34e68276794a31c9cd5e467d576e5d04,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/a10_10800_11700/input.bag,d798f4f46cfbc7f2095fad1247f37fc4e3eef7425f2999990e023c68bd9e6f22,false,klt=xfeat_v3,,
10,aqualoc_harbor:H02:0004,h02_3600_4500,aqualoc_harbor,H02,noharm_le_0p10,klt,klt,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h02_3600_4500_klt/features.bag,79139dad674f2b66aaf0f9ca2cc8a37eabadeac6459e969ff33b5929c56f00b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h02_3600_4500_klt/frontend_metrics.csv,4c8a19798ce43c4fad86fe3193a44dbc2233ac2ef0c8d5a54d71c296039b1227,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h02_3600_4500/input.bag,e17a6bf8a3b2fb4e8fb50fafbd5d02fb5c8a47987f6854ee49181e36f8bf8b63,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
10,aqualoc_harbor:H02:0004,h02_3600_4500,aqualoc_harbor,H02,noharm_le_0p10,splg,hybrid_superpoint_lightglue,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h02_3600_4500_splg/features.bag,79139dad674f2b66aaf0f9ca2cc8a37eabadeac6459e969ff33b5929c56f00b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h02_3600_4500_splg/frontend_metrics.csv,0bb9f82e319a83640f7013609e155746dd304461f9e429f0135cebed5e4802a6,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h02_3600_4500/input.bag,e17a6bf8a3b2fb4e8fb50fafbd5d02fb5c8a47987f6854ee49181e36f8bf8b63,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
10,aqualoc_harbor:H02:0004,h02_3600_4500,aqualoc_harbor,H02,noharm_le_0p10,xfeat_v3,hybrid_xfeat,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h02_3600_4500_xfeat_v3/features.bag,79139dad674f2b66aaf0f9ca2cc8a37eabadeac6459e969ff33b5929c56f00b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h02_3600_4500_xfeat_v3/frontend_metrics.csv,ab3cfd0ad69db18bfe2c0a1b8de1f0db2776be699500172fcb2a6bdcbb140ffd,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h02_3600_4500/input.bag,e17a6bf8a3b2fb4e8fb50fafbd5d02fb5c8a47987f6854ee49181e36f8bf8b63,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
11,aqualoc_harbor:H03:0004,h03_3600_4500,aqualoc_harbor,H03,noharm_le_0p10,klt,klt,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h03_3600_4500_klt/features.bag,adc7d2dd28eec344afe6f48548db37d5a768c45c5f91998f0af52d189639b341,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h03_3600_4500_klt/frontend_metrics.csv,eefe4e87bfeceba92195340cc8c280226f18e0efab72f05e8b35172ff987cd6d,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h03_3600_4500/input.bag,477e7e0032c69bda5977cc83b076cbdf3b2f834e72130351a571902c3609d2b5,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
11,aqualoc_harbor:H03:0004,h03_3600_4500,aqualoc_harbor,H03,noharm_le_0p10,splg,hybrid_superpoint_lightglue,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h03_3600_4500_splg/features.bag,adc7d2dd28eec344afe6f48548db37d5a768c45c5f91998f0af52d189639b341,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h03_3600_4500_splg/frontend_metrics.csv,063f84f165e1884d1e19ac119d861656f2acc61e5df61d3f3b502da5f3cf079b,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h03_3600_4500/input.bag,477e7e0032c69bda5977cc83b076cbdf3b2f834e72130351a571902c3609d2b5,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
11,aqualoc_harbor:H03:0004,h03_3600_4500,aqualoc_harbor,H03,noharm_le_0p10,xfeat_v3,hybrid_xfeat,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h03_3600_4500_xfeat_v3/features.bag,adc7d2dd28eec344afe6f48548db37d5a768c45c5f91998f0af52d189639b341,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h03_3600_4500_xfeat_v3/frontend_metrics.csv,3548e110f665b888083215d716619ecfcefe491cb2320b89a77ca99782cfa74c,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h03_3600_4500/input.bag,477e7e0032c69bda5977cc83b076cbdf3b2f834e72130351a571902c3609d2b5,true,klt=splg|klt=xfeat_v3|splg=xfeat_v3,,
12,aqualoc_harbor:H06:0001,h06_900_1800,aqualoc_harbor,H06,noharm_le_0p10,klt,klt,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h06_900_1800_klt/features.bag,0d1ea08820024a1a6dfc045db053645596bf17f6507b922e91b1c04ff182a9f0,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbccv3_h06_900_1800_klt/frontend_metrics.csv,a9ef1862c5a120bfb49e0119fff5c06a19a6702d7fc1a8f0927605153d1e69f6,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h06_900_1800/input.bag,d20507b8173a7437535378d4c659743a18e3841d95df10d0fe6988b25538c4ea,false,klt=xfeat_v3,,
12,aqualoc_harbor:H06:0001,h06_900_1800,aqualoc_harbor,H06,noharm_le_0p10,splg,hybrid_superpoint_lightglue,PASS,450,450,1.000000000,350,true,0,9099,181,0,50,0,50,50,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h06_900_1800_splg/features.bag,912878a08e7a1e9877f549529e194e60d687d4e74e57aa313958537d328f0461,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbccv3_h06_900_1800_splg/frontend_metrics.csv,9e4989ddbf9dc636a0c3371e7beff5c2612b32e15ba1bc0d3298e5099fd5c83a,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h06_900_1800/input.bag,d20507b8173a7437535378d4c659743a18e3841d95df10d0fe6988b25538c4ea,false,klt=xfeat_v3,,
12,aqualoc_harbor:H06:0001,h06_900_1800,aqualoc_harbor,H06,noharm_le_0p10,xfeat_v3,hybrid_xfeat,PASS,450,450,1.000000000,350,true,0,9099,181,0,0,0,0,0,-1,-1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h06_900_1800_xfeat_v3/features.bag,0d1ea08820024a1a6dfc045db053645596bf17f6507b922e91b1c04ff182a9f0,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbccv3_h06_900_1800_xfeat_v3/frontend_metrics.csv,8937c63a9cef29dc094a842ba164a8cf4cc0bfa4ffbe0b14f2cdc3f51ab4e8c1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/prepared/h06_900_1800/input.bag,d20507b8173a7437535378d4c659743a18e3841d95df10d0fe6988b25538c4ea,false,klt=xfeat_v3,,
