schema_version,queue_index,run_id,allocated_at,window_id,dataset_family,sequence,window_start,window_end,window_unit,texture_stratum,selection_tier,arm,frontend_seed,backend_replay,tag,command_sha256,command_source,expected_run_root,expected_feature_bag,status,queue_lock_hash,outcome_boundary
isj-p07-frontend-run-allocation-v1,33,isj-nativeq-v3_P07_aqualoc_archaeology-A10_11700-12600_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0013,aqualoc_archaeology,A10,11700,12600,frame,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01,7cbe0bc36179fa55b9586f3b19667903fe01af98d491624ab9902ccc02fdad60,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=33,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,34,isj-nativeq-v3_P07_aqualoc_harbor-H02_6300-7200_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H02:0007,aqualoc_harbor,H02,6300,7200,frame,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_harbor_h02_0007_m_attempt01,de2df46891ed45f39f4f271b578cc7a94181ed05e67dde3ca3ff5816ed44971d,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=34,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h02_0007_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,35,isj-nativeq-v3_P07_aqualoc_harbor-H02_6300-7200_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H02:0007,aqualoc_harbor,H02,6300,7200,frame,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_harbor_h02_0007_p_attempt01,687fe8210541afe4bc6bf69c6963e6f8d89fcafa3d12e46dab49320d50100ff7,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=35,logs/aqualoc_real_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,36,isj-nativeq-v3_P07_aqualoc_harbor-H02_6300-7200_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H02:0007,aqualoc_harbor,H02,6300,7200,frame,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_harbor_h02_0007_b1_attempt01,8b146ed7b5ade706077b62c4da4f8e2ec0503101091e138172869ca7ac95d496,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=36,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,37,isj-nativeq-v3_P07_aqualoc_archaeology-A10_6300-7200_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0007,aqualoc_archaeology,A10,6300,7200,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a10_0007_b1_attempt01,8e7d26d25ccb5ebff7e1a91f23abc04d980d14f3ce84a697a54e65dbfbafc708,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=37,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0007_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,38,isj-nativeq-v3_P07_aqualoc_archaeology-A10_6300-7200_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0007,aqualoc_archaeology,A10,6300,7200,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a10_0007_m_attempt01,86fa8a0ed09c3e67073db2ccdaa105f35573e0021d495e0dd915d1a864782030,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=38,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a10_0007_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,39,isj-nativeq-v3_P07_aqualoc_archaeology-A10_6300-7200_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0007,aqualoc_archaeology,A10,6300,7200,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a10_0007_p_attempt01,187e27bbc06dcf6b7ca9648e014ba2f007fd6ce734e52d0a898f4339d8351b36,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=39,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,40,isj-nativeq-v3_P07_aqualoc_archaeology-A08_1800-2700_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A08:0002,aqualoc_archaeology,A08,1800,2700,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a08_0002_b1_attempt01,46fe26d04bae0a72251a5729ef8e009a173b8d736dbb7567c94e2c006cbc053f,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=40,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a08_0002_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,41,isj-nativeq-v3_P07_aqualoc_archaeology-A08_1800-2700_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A08:0002,aqualoc_archaeology,A08,1800,2700,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a08_0002_p_attempt01,68b6877e56380f77ee64c8d440e233442ed3098494ce1e7837a0bae66c5e634e,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=41,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,42,isj-nativeq-v3_P07_aqualoc_archaeology-A08_1800-2700_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A08:0002,aqualoc_archaeology,A08,1800,2700,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a08_0002_m_attempt01,89c9ab0207abf4bc61f4e0e88719b7b3f85b760148c63bfeaa55feb614af818a,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=42,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a08_0002_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,43,isj-nativeq-v3_P07_aqualoc_harbor-H03_900-1800_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H03:0001,aqualoc_harbor,H03,900,1800,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_harbor_h03_0001_p_attempt01,ba9e69007dc5e74fcb2f796bedf00d26c7a613817381e8420cd3cc78a4e1d3af,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=43,logs/aqualoc_real_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,44,isj-nativeq-v3_P07_aqualoc_harbor-H03_900-1800_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H03:0001,aqualoc_harbor,H03,900,1800,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_harbor_h03_0001_m_attempt01,3996da7b7735cfbd8ac808c279e18a7824f14c503ad62f29811afcea03a44de3,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=44,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h03_0001_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,45,isj-nativeq-v3_P07_aqualoc_harbor-H03_900-1800_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H03:0001,aqualoc_harbor,H03,900,1800,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_harbor_h03_0001_b1_attempt01,25a99db3ed70181a950bc767f5b86bc9d1d1879a215cf6b7f874bfe8d0ac506e,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=45,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,46,isj-nativeq-v3_P07_aqualoc_archaeology-A01_2700-3600_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A01:0003,aqualoc_archaeology,A01,2700,3600,frame,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a01_0003_m_attempt01,596c131b53e926111351db25c3ca445543097f5e65343df1ae0cedd5ed29da59,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=46,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a01_0003_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,47,isj-nativeq-v3_P07_aqualoc_archaeology-A01_2700-3600_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A01:0003,aqualoc_archaeology,A01,2700,3600,frame,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a01_0003_p_attempt01,6e38cd9f34fcbd94499cf05396b30870df4bdc64473b69065fce2ccb40b15dfc,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=47,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,48,isj-nativeq-v3_P07_aqualoc_archaeology-A01_2700-3600_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A01:0003,aqualoc_archaeology,A01,2700,3600,frame,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a01_0003_b1_attempt01,6a55abe82ceff050df98c3099b3a832c98e9b28db1aae30563ebc7efffee6d01,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=48,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0003_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,49,isj-nativeq-v3_P07_aqualoc_archaeology-A07_1800-2700_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0002,aqualoc_archaeology,A07,1800,2700,frame,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a07_0002_b1_attempt01,05d443824d58e950795ca00099f045c63779e83c404ee934a1a1d1b9259bca99,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=49,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0002_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,50,isj-nativeq-v3_P07_aqualoc_archaeology-A07_1800-2700_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0002,aqualoc_archaeology,A07,1800,2700,frame,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a07_0002_m_attempt01,04b7162a3f5c72c7aa296035727a0ca2f5ee93bc308699f3399fffba71b29570,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=50,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a07_0002_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,51,isj-nativeq-v3_P07_aqualoc_archaeology-A07_1800-2700_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0002,aqualoc_archaeology,A07,1800,2700,frame,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a07_0002_p_attempt01,8ee10fdb1e4e29c8127283cf0a7649b7280b60edb37745a759aa6ab850432130,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=51,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,52,isj-nativeq-v3_P07_aqualoc_harbor-H04_2700-3600_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H04:0003,aqualoc_harbor,H04,2700,3600,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_harbor_h04_0003_b1_attempt01,061758dceaa70e080edf6333cfa0198b2569239b45663fd60d7d84dc6f304396,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=52,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,53,isj-nativeq-v3_P07_aqualoc_harbor-H04_2700-3600_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H04:0003,aqualoc_harbor,H04,2700,3600,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_harbor_h04_0003_p_attempt01,1fa4b2f19342d8dbb4eafdef23c944bb7a080cd340be1408bbe14da836a92a1f,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=53,logs/aqualoc_real_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,54,isj-nativeq-v3_P07_aqualoc_harbor-H04_2700-3600_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H04:0003,aqualoc_harbor,H04,2700,3600,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_harbor_h04_0003_m_attempt01,a401d2bbf2bb1edabe1c31a244b175e98f26341d12f674c3466d3481e6209aa9,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=54,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h04_0003_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,55,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A04:0002,aqualoc_archaeology,A04,1800,2700,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a04_0002_p_attempt01,2dc79296d510e93c7fc7bde0af47960fd3c68651d1fe88a189b7820a3eeb3903,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=55,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,56,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A04:0002,aqualoc_archaeology,A04,1800,2700,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a04_0002_m_attempt01,df4eda3f98d9665f2eb9f48b4e5cdf84af946af811aaf795ea5b0ffa2d69c468,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=56,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,57,isj-nativeq-v3_P07_aqualoc_archaeology-A04_1800-2700_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A04:0002,aqualoc_archaeology,A04,1800,2700,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01,495ed8a52a424c151812280a9ea7c0bd35826b66060d82bf5f1e70aeb17375db,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=57,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,58,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0001,aqualoc_archaeology,A07,900,1800,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a07_0001_m_attempt01,90062bbc515e752be6cf0c05162053248e72b0a08a3cb1800577ed3b5e1fb4b5,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=58,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,59,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0001,aqualoc_archaeology,A07,900,1800,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a07_0001_p_attempt01,29ddc034a8b5125dfde551fd94ccf4aa8b3377c2633dbc3c33a745388bc8dacc,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=59,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,60,isj-nativeq-v3_P07_aqualoc_archaeology-A07_900-1800_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A07:0001,aqualoc_archaeology,A07,900,1800,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01,21b144b87b8cca14b80beb1131d1f063b63d908b95c8675db0fbd378c55a86db,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=60,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
