schema_version,queue_index,assignment_rank,arm_order_position,window_id,dataset_family,data_domain,sequence,texture_stratum,selection_tier,arm,tag,command,command_sha256,expected_run_root,expected_feature_bag,feature_bag_resolution,dependency,status,outcome_boundary
isj-p07-frontend-export-queue-v1,35,12,3,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_harbor_h02_0007_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_harbor_h02_0007_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_real H02 6300 7200 hybrid_xfeat 2,687fe8210541afe4bc6bf69c6963e6f8d89fcafa3d12e46dab49320d50100ff7,logs/aqualoc_real_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,36,12,4,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,isj_p07_aqualoc_harbor_h02_0007_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h02_0007_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_harbor H02 6300 7200 2,8b146ed7b5ade706077b62c4da4f8e2ec0503101091e138172869ca7ac95d496,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,37,13,2,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a10_0007_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a10_0007_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A10 6300 7200 2,8e7d26d25ccb5ebff7e1a91f23abc04d980d14f3ce84a697a54e65dbfbafc708,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0007_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,38,13,3,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a10_0007_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a10_0007_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 10 6300 7200 2,86fa8a0ed09c3e67073db2ccdaa105f35573e0021d495e0dd915d1a864782030,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a10_0007_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,39,13,4,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a10_0007_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a10_0007_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 10 6300 7200 hybrid_xfeat 2,187e27bbc06dcf6b7ca9648e014ba2f007fd6ce734e52d0a898f4339d8351b36,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,40,14,1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a08_0002_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a08_0002_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A08 1800 2700 2,46fe26d04bae0a72251a5729ef8e009a173b8d736dbb7567c94e2c006cbc053f,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a08_0002_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,41,14,2,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a08_0002_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a08_0002_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 8 1800 2700 hybrid_xfeat 2,68b6877e56380f77ee64c8d440e233442ed3098494ce1e7837a0bae66c5e634e,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,42,14,4,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a08_0002_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a08_0002_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 8 1800 2700 2,89c9ab0207abf4bc61f4e0e88719b7b3f85b760148c63bfeaa55feb614af818a,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a08_0002_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,43,15,1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_harbor_h03_0001_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_harbor_h03_0001_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_real H03 900 1800 hybrid_xfeat 2,ba9e69007dc5e74fcb2f796bedf00d26c7a613817381e8420cd3cc78a4e1d3af,logs/aqualoc_real_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,44,15,2,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_harbor_h03_0001_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h03_0001_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_harbor H03 900 1800 2,3996da7b7735cfbd8ac808c279e18a7824f14c503ad62f29811afcea03a44de3,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h03_0001_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,45,15,3,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_harbor_h03_0001_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h03_0001_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_harbor H03 900 1800 2,25a99db3ed70181a950bc767f5b86bc9d1d1879a215cf6b7f874bfe8d0ac506e,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,46,16,1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a01_0003_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a01_0003_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 1 2700 3600 2,596c131b53e926111351db25c3ca445543097f5e65343df1ae0cedd5ed29da59,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a01_0003_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,47,16,3,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a01_0003_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a01_0003_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 1 2700 3600 hybrid_xfeat 2,6e38cd9f34fcbd94499cf05396b30870df4bdc64473b69065fce2ccb40b15dfc,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,48,16,4,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a01_0003_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a01_0003_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A01 2700 3600 2,6a55abe82ceff050df98c3099b3a832c98e9b28db1aae30563ebc7efffee6d01,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0003_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,49,17,2,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a07_0002_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a07_0002_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A07 1800 2700 2,05d443824d58e950795ca00099f045c63779e83c404ee934a1a1d1b9259bca99,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0002_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,50,17,3,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a07_0002_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a07_0002_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 7 1800 2700 2,04b7162a3f5c72c7aa296035727a0ca2f5ee93bc308699f3399fffba71b29570,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a07_0002_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,51,17,4,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a07_0002_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a07_0002_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 7 1800 2700 hybrid_xfeat 2,8ee10fdb1e4e29c8127283cf0a7649b7280b60edb37745a759aa6ab850432130,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,52,18,1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_harbor_h04_0003_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h04_0003_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_harbor H04 2700 3600 2,061758dceaa70e080edf6333cfa0198b2569239b45663fd60d7d84dc6f304396,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,53,18,2,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_harbor_h04_0003_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_harbor_h04_0003_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_real H04 2700 3600 hybrid_xfeat 2,1fa4b2f19342d8dbb4eafdef23c944bb7a080cd340be1408bbe14da836a92a1f,logs/aqualoc_real_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,54,18,4,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_harbor_h04_0003_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h04_0003_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_harbor H04 2700 3600 2,a401d2bbf2bb1edabe1c31a244b175e98f26341d12f674c3466d3481e6209aa9,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h04_0003_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,55,19,1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a04_0002_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a04_0002_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 4 1800 2700 hybrid_xfeat 2,2dc79296d510e93c7fc7bde0af47960fd3c68651d1fe88a189b7820a3eeb3903,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,56,19,2,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a04_0002_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a04_0002_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 4 1800 2700 2,df4eda3f98d9665f2eb9f48b4e5cdf84af946af811aaf795ea5b0ffa2d69c468,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a04_0002_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,57,19,3,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A04 1800 2700 2,495ed8a52a424c151812280a9ea7c0bd35826b66060d82bf5f1e70aeb17375db,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a04_0002_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,58,20,1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a07_0001_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a07_0001_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 7 900 1800 2,90062bbc515e752be6cf0c05162053248e72b0a08a3cb1800577ed3b5e1fb4b5,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a07_0001_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,59,20,3,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a07_0001_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a07_0001_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 7 900 1800 hybrid_xfeat 2,29ddc034a8b5125dfde551fd94ccf4aa8b3377c2633dbc3c33a745388bc8dacc,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,60,20,4,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A07 900 1800 2,21b144b87b8cca14b80beb1131d1f063b63d908b95c8675db0fbd378c55a86db,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a07_0001_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
