run_id,registry_event_id,recorded_at,supersedes_event_id,protocol_version,method_profile,stage,dataset_family,sequence,window_start,window_end,texture_stratum,split_role,arm,arm_version,arm_applicability,applicability_rule,frontend_seed,backend_replay,accepted_lineage_count,active,selection_active,candidate_pool_hash,frame_chain_hash,selection_hash,status,replay_evaluable,replay_hard_failure,window_arm_hard_failure,any_repeat_hard_failure,init_failure,full_coverage,algorithm_hard_failure,solver_risk,window_arm_solver_risk,queue_drop_rate,sustained_queue_drop,infrastructure_failure,replacement_for,run_dir,command_file,input_hash_manifest,output_hash_manifest,notes
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z_e02,2026-08-06T17:14:15+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,FAILED,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_001_isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/dataset_checksum_manifest.txt,,queue_index=1; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01; command_sha256=05a6dda2ea0387117850a5be805c73d29f24bed140a784efd9885bf11261520f; frontend export only; trajectory outcome not read; formal no-clobber executor started queue_index=1; process returned zero but attestation or B1 export audit failed
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z_e03,2026-08-06T17:19:02+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_B1_f0_b00_20260806T084500Z_e02,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_001_isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/dataset_checksum_manifest.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_001_isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01/output_hash_manifest.sha256,queue_index=1; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_b1_attempt01; command_sha256=05a6dda2ea0387117850a5be805c73d29f24bed140a784efd9885bf11261520f; frontend export only; trajectory outcome not read; formal no-clobber executor started queue_index=1; process returned zero but attestation or B1 export audit failed; e03 evidence correction: preserved export passed v2 read-only audit; e02 retained as v1 workspace-symlink display-path auditor failure; no rerun
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z_e01,2026-08-06T20:51:24+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/input_hash_manifest.sha256,,queue_index=2; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_m_attempt01; command_sha256=220c562dae36831d6cedd8272d7ad61c1dcb58928acdee0be453272780a5c1cc; frontend export only; trajectory outcome not read; M/P v2 no-clobber executor started queue_index=2; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z_e02,2026-08-06T21:07:40+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_M_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/output_hash_manifest.sha256,"queue_index=2; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_m_attempt01; command_sha256=220c562dae36831d6cedd8272d7ad61c1dcb58928acdee0be453272780a5c1cc; frontend export only; trajectory outcome not read; M/P v2 no-clobber executor started queue_index=2; guard-only preflight exact PASS; arm export, exact nonfallback guard, attestation, and strict v2 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_002_isj_p07_aqualoc_archaeology_a02_0005_m_attempt01/audit_v2.json"
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z_e01,2026-08-06T21:08:23+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/input_hash_manifest.sha256,,queue_index=3; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_p_attempt01; command_sha256=130dd140bd3c56ae59cb89beb315e7d74ba29544c09a937624801ff9ea03c034; frontend export only; trajectory outcome not read; M/P v2 no-clobber executor started queue_index=3; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z_e02,2026-08-06T21:31:37+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A02_4500-5400_P_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A02,4500,5400,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,0,false,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01_klt_safe_fallback,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/output_hash_manifest.sha256,"queue_index=3; window_id=aqualoc_archaeology:A02:0005; tag=isj_p07_aqualoc_archaeology_a02_0005_p_attempt01; command_sha256=130dd140bd3c56ae59cb89beb315e7d74ba29544c09a937624801ff9ea03c034; frontend export only; trajectory outcome not read; M/P v2 no-clobber executor started queue_index=3; guard-only preflight exact PASS; arm export, exact nonfallback guard, attestation, and strict v2 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/audit_v2.json"
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z_e01,2026-08-06T23:39:28+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/input_hash_manifest.sha256,,queue_index=4; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01; command_sha256=5b5c191fd030dc78332bbbfc7c944abcf74c7fcbdadd8552e2f20153542a7f9c; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=4; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z_e02,2026-08-07T00:19:44+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_B1_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,B1_klt_nativeq_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,B1_klt_nativeq_v3,nativeq-v3,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/output_hash_manifest.sha256,"queue_index=4; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01; command_sha256=5b5c191fd030dc78332bbbfc7c944abcf74c7fcbdadd8552e2f20153542a7f9c; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=4; guard-only preflight exact PASS; A01 arm export, exact guard, attestation, and v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_004_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/audit_v3.json"
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z_e01,2026-08-07T00:20:16+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/input_hash_manifest.sha256,,queue_index=5; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_p_attempt01; command_sha256=64139dac1e29bbb3b4a0602419d30d4d991f485b48519069e325beb8d03982ae; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=5; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z_e02,2026-08-07T00:42:54+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_P_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,0,false,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01_klt_safe_fallback,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/output_hash_manifest.sha256,"queue_index=5; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_p_attempt01; command_sha256=64139dac1e29bbb3b4a0602419d30d4d991f485b48519069e325beb8d03982ae; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=5; guard-only preflight exact PASS; A01 arm export, exact guard, attestation, and v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/audit_v3.json"
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z_e01,2026-08-07T01:03:19+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/input_hash_manifest.sha256,,queue_index=6; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_m_attempt01; command_sha256=fb6209732dcbf7c0201759d0bc854fd1a5607458cd69fe3a7de98457d9f20fa1; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=6; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z_e02,2026-08-07T01:15:34+08:00,isj-nativeq-v3_P07_aqualoc_archaeology-A01_16200-17100_M_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_archaeology,A01,16200,17100,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/output_hash_manifest.sha256,"queue_index=6; window_id=aqualoc_archaeology:A01:0018; tag=isj_p07_aqualoc_archaeology_a01_0018_m_attempt01; command_sha256=fb6209732dcbf7c0201759d0bc854fd1a5607458cd69fe3a7de98457d9f20fa1; frontend export only; trajectory outcome not read; A01 v3 no-clobber executor started queue_index=6; guard-only preflight exact PASS; A01 arm export, exact guard, attestation, and v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_006_isj_p07_aqualoc_archaeology_a01_0018_m_attempt01/audit_v3.json"
isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z_e01,2026-08-07T03:31:08+08:00,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_harbor,H05,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_real_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/input_hash_manifest.sha256,,queue_index=7; window_id=aqualoc_harbor:H05:0002; tag=isj_p07_aqualoc_harbor_h05_0002_p_attempt01; command_sha256=707e34d23ad2e91313dced2783cc072477cf4c343744642d8d4e2b0845cf57ff; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=7; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z_e02,2026-08-07T03:40:00+08:00,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,P07_FRONTEND_EXPORT,aqualoc_harbor,H05,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,P_legacy_nativeq_xfeat_seedchain_v3,actual-v3,REQUIRED,ALWAYS,0,b00,0,false,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h05_0002_p_attempt01_klt_safe_fallback,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/output_hash_manifest.sha256,"queue_index=7; window_id=aqualoc_harbor:H05:0002; tag=isj_p07_aqualoc_harbor_h05_0002_p_attempt01; command_sha256=707e34d23ad2e91313dced2783cc072477cf4c343744642d8d4e2b0845cf57ff; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=7; guard-only preflight exact PASS; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/audit_v3.json"
isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z_e01,2026-08-07T03:40:01+08:00,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z_e00,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_harbor,H05,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,RUNNING,false,,,,,,,,,,,,,logs/aqualoc_real_vins,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/input_hash_manifest.sha256,,queue_index=8; window_id=aqualoc_harbor:H05:0002; tag=isj_p07_aqualoc_harbor_h05_0002_m_attempt01; command_sha256=d762bad3a54cb47f220afdc1b7103f1486fbaeb339973c889f0d915dd7a0cabe; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=8; guard-only preflight exact PASS
isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z_e02,2026-08-07T03:44:36+08:00,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_M_f0_b00_20260806T084500Z_e01,isj-nativeq-v3-confirmatory-protocol-v1,M_xfeat_pairwise_nativeq_v1,P07_FRONTEND_EXPORT,aqualoc_harbor,H05,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,M_xfeat_pairwise_nativeq_v1,xfeat-pairwise-nativeq-v1,REQUIRED,ALWAYS,0,b00,,,,,,,COMPLETED,false,,,,,,,,,,,false,,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h05_0002_m_attempt01,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/command.txt,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/input_hash_manifest.sha256,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/output_hash_manifest.sha256,"queue_index=8; window_id=aqualoc_harbor:H05:0002; tag=isj_p07_aqualoc_harbor_h05_0002_m_attempt01; command_sha256=d762bad3a54cb47f220afdc1b7103f1486fbaeb339973c889f0d915dd7a0cabe; frontend export only; trajectory outcome not read; generalized v3 no-clobber executor started queue_index=8; guard-only preflight exact PASS; arm export, exact nonfallback guard, attestation, and strict v3 audit PASS; audit=papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_008_isj_p07_aqualoc_harbor_h05_0002_m_attempt01/audit_v3.json"
