dataset_family,sequence,start,end,window_unit,prior_artifact_count,prior_learned_seen,prior_vins_seen,prior_parameter_use,allowed_role,evidence_paths,decision_reason
afrl,cemetery_fr,5,25,second,16,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag2_afrl_fr_5_20_formal_loftr/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag2_afrl_fr_5_20_formal_loftr/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag2_afrl_fr_5_20_formal_loftr/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag2_afrl_fr_5_20_formal_loftr/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_20_mature_sidecar/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_20_mature_sidecar/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_20_mature_sidecar/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_20_mature_sidecar/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag_afrl_fr_5_20_formal_loftr/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag_afrl_fr_5_20_formal_loftr/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag_afrl_fr_5_20_formal_loftr/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag_afrl_fr_5_20_formal_loftr/vins_afrl_cave_external.yaml;...(+4),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,5,30,second,573,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:10;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:11;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:12;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:13;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:14;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:15;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:16;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:17;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may26_afrl_fr_5_25_xfeat_constq/ape.txt:18;...(+561),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,5,415,second,8,true,false,true,DEVELOPMENT_ONLY,logs/low_texture_window_search_20260522.md:56;logs/low_texture_window_search_20260522.md:59;logs/supervision_patch6_long/afrl_fr_5_410_klt_adaptive_clahe.csv;logs/supervision_patch6_long/afrl_fr_5_410_patch6_sp_lg_loftr.csv;logs/supervision_patch6_long/afrl_fr_5_410_patch6_xfeat_loftr.csv;logs/supervision_patch6_long/patch6_long_supervise.md:4;logs/supervision_patch6_long/patch6_multidataset_long_supervise.md:4;logs/supervision_patch6_long/patch6_xfeat_long_supervise.md:4,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,5,55,second,3,false,true,true,DEVELOPMENT_ONLY,logs/conformal_calibration/jun16_low_texture_collapse_rescue_screen.md:10;logs/conformal_calibration/jun16_low_texture_collapse_rescue_screen.md:27;logs/may28_afrl_continued_source_audit.md:19,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,5,60,second,1305,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_afrl_fr_5_55_loftr_export_probe_20260523/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_afrl_fr_5_55_loftr_export_probe_20260523/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_afrl_fr_5_55_loftr_export_probe_20260523/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_afrl_fr_5_55_loftr_export_probe_20260523/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_55_mature_sidecar/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_55_mature_sidecar/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_55_mature_sidecar/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_diag3_afrl_fr_5_55_mature_sidecar/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_export_afrl_fr_5_55_formal_loftr_lowpar_allowed/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_export_afrl_fr_5_55_formal_loftr_lowpar_allowed/features.bag;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_export_afrl_fr_5_55_formal_loftr_lowpar_allowed/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_may23_export_afrl_fr_5_55_formal_loftr_lowpar_allowed/vins_afrl_cave_external.yaml;...(+1293),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,5,70,second,1,true,false,false,DEVELOPMENT_ONLY,logs/may26_afrl_fr_5_65_safe_xfeat_summary.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,50,120,second,11,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/replay_manifest.txt:6;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr50_70_export/vins_afrl_cave_external.yaml,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,50,130,second,431,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/replay_manifest.txt:6;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr50_80_export/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr50_80_export/afrl_cave_cam0_pinhole.yaml;...(+419),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,50,70,second,11,true,true,true,DEVELOPMENT_ONLY,logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/afrl_cave_cam0_pinhole.yaml;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/features.bag;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/frontend_metrics.csv;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:1;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:2;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:3;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:4;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:5;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/replay_manifest.txt:6;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_50_20/vins_afrl_cave_external.yaml,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,50,80,second,9,true,true,false,DEVELOPMENT_ONLY,scripts/run_afrl_lowtexture_support_xfeat_validation.sh:215;scripts/run_afrl_lowtexture_support_xfeat_validation.sh:216;正反例窗口整理/反例窗口说明.md:157;正反例窗口整理/反例窗口说明.md:167;正反例窗口整理/反例窗口说明.md:783;正反例窗口整理/反例窗口说明.md:789;正反例窗口整理/已跑窗口与未跑候选整理.md:266;正反例窗口整理/已跑窗口与未跑候选整理.md:982;正反例窗口整理/正例窗口说明.md:462,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,540,1180,second,1,true,false,true,DEVELOPMENT_ONLY,logs/agent_loftr_trigger_search_20260514/afrl_fr_540_640_loftr_extreme_only.csv,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,55,130,second,15,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/replay_manifest.txt:6;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr55_75_export/vins_afrl_cave_external.yaml;papers/causal_crossdataset_search_20260718/extended_probe_lineage_rescan.csv:1057;...(+3),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,560,1200,second,3,true,false,true,DEVELOPMENT_ONLY,logs/low_texture_window_search_20260522_probe/afrl_fr_560_640_klt.csv;logs/low_texture_window_search_20260522_probe_learned/afrl_fr_560_640_three_layer_sp_lg_loftr.csv;logs/low_texture_window_search_20260522_probe_learned/pair_summary.md:6,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,60,140,second,23,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/replay_manifest.txt:6;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_neighborhood_v1_fr60_80_export/vins_afrl_cave_external.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_may28_local_srcdiag_cem_fr_60_80/afrl_cave_cam0_pinhole.yaml;...(+11),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,60,150,second,987,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:10;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:11;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:12;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:13;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:14;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:15;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:16;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:17;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_xfeat_broad_sweep_v1_fr60_90_export/ape.txt:18;...(+975),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,60,80,second,11,true,true,true,DEVELOPMENT_ONLY,logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/afrl_cave_cam0_pinhole.yaml;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/features.bag;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/frontend_metrics.csv;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:1;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:2;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:3;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:4;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:5;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/replay_manifest.txt:6;logs/afrl_continued_source_audit_may28/may28_cont_xfeat_cem_fr_60_20/vins_afrl_cave_external.yaml,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,60,90,second,3,true,false,false,DEVELOPMENT_ONLY,scripts/run_afrl_lowtexture_support_xfeat_validation.sh:218;scripts/run_afrl_lowtexture_support_xfeat_validation.sh:219;正反例窗口整理/XFeat点足够窗口筛选_20260630.md:57,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,65,150,second,661,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/drop_learned_lineage_stats.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/features_drop_learned_lineage.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr65_85_export/replay_manifest.txt:6;...(+649),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,65,160,second,230,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:10;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:11;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:12;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:13;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:14;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:15;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:16;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:17;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr65_95_export/ape.txt:18;...(+218),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,65,85,second,5,true,false,false,DEVELOPMENT_ONLY,正反例窗口整理/已跑窗口与未跑候选整理.md:255;正反例窗口整理/已跑窗口与未跑候选整理.md:968;正反例窗口整理/正例窗口说明.md:1042;正反例窗口整理/正例窗口说明.md:1048;正反例窗口整理/正例窗口说明.md:453,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,65,95,second,1,false,false,false,DEVELOPMENT_ONLY,logs/agent_seven_point_summary.md:1975,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,70,100,second,63,true,true,true,DEVELOPMENT_ONLY,logs/agent_seven_point_summary.md:1918;logs/agent_seven_point_summary.md:1942;logs/agent_seven_point_summary.md:1976;logs/conformal_calibration/jun15_cross_dataset_learned_sidecar_status.md:17;logs/conformal_calibration/jun15_cross_dataset_learned_sidecar_status.md:57;logs/conformal_calibration/jun15_non_a06_learned_sidecar_recheck.md:22;logs/conformal_calibration/jun16_low_texture_collapse_rescue_screen.md:18;logs/conformal_calibration/jun16_low_texture_collapse_rescue_screen.md:48;logs/conformal_calibration/jun16_low_texture_collapse_rescue_screen.md:9;logs/jun01_partialseedfix_v1_vins_group_summary.md:11;logs/jun01_partialseedfix_v1_vins_group_summary.md:12;logs/jun01_partialseedfix_v1_vins_group_summary.md:22;...(+51),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,70,160,second,624,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/drop_learned_lineage_stats.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/features.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/features_drop_learned_lineage.bag;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/frontend_metrics.csv;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:1;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:2;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:3;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:4;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:5;logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_adaptivewarmup_v2a_fr70_90_export/replay_manifest.txt:6;...(+612),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,70,170,second,6599,true,true,true,DEVELOPMENT_ONLY,logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/afrl_cave_cam0_pinhole.yaml;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:1;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:10;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:11;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:12;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:13;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:14;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:15;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:16;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:17;logs/afrl_cave_v31/existing_replay_jul14frozen3way_afrl_fr70_100_drop/ape.txt:18;...(+6587),Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
afrl,cemetery_fr,70,90,second,2,false,false,false,DEVELOPMENT_ONLY,正反例窗口整理/已跑窗口与未跑候选整理.md:257;正反例窗口整理/正例窗口说明.md:454,Prior artifact or parameter/search reference found before P02 freeze; exclude exact window from confirmatory denominator.
