schema_version,protocol_version,window_id,dataset_family,data_domain,sequence,texture_stratum,selection_tier,assignment_rank,pattern_id,order_position,arm,arm_role,applicability,applicability_rule,dependency,algorithmic_replay_slots,scientific_unit,counterbalanced,outcome_boundary
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,13,0,2,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,13,0,3,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,13,0,4,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,13,0,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,14,1,1,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,14,1,2,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,14,1,3,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,14,1,4,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A08:0002,aqualoc_archaeology,AQUALOC archaeology,A08,normal,STRICT_NORMAL,14,1,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,15,2,1,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,15,2,2,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,15,2,3,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,15,2,4,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H03:0001,aqualoc_harbor,AQUALOC harbor,H03,normal,STRICT_NORMAL,15,2,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,16,3,1,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,16,3,2,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,16,3,3,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,16,3,4,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A01:0003,aqualoc_archaeology,AQUALOC archaeology,A01,low,RELATIVE_Q80_FALLBACK,16,3,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,17,0,1,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,17,0,2,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,17,0,3,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,17,0,4,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0002,aqualoc_archaeology,AQUALOC archaeology,A07,low,RELATIVE_Q80_FALLBACK,17,0,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,18,1,1,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,18,1,2,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,18,1,3,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,18,1,4,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H04:0003,aqualoc_harbor,AQUALOC harbor,H04,normal,STRICT_NORMAL,18,1,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,19,2,1,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,19,2,2,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,19,2,3,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,19,2,4,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A04:0002,aqualoc_archaeology,AQUALOC archaeology,A04,normal,STRICT_NORMAL,19,2,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,20,3,1,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,20,3,2,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,20,3,3,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,20,3,4,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A07:0001,aqualoc_archaeology,AQUALOC archaeology,A07,normal,STRICT_NORMAL,20,3,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
